distance_km,bandwidth_MBps,server_load,cache_hit_ratio,cpu_utilization,ram_utilization,request_size_MB,storage_tier,latency_ms,egress_cost_per_gb
5725,568,0.67,0.4,0.33,0.91,2863,HDD,163.3,0.0386
274,651,0.66,0.59,0.94,0.53,2984,NVMe,52.43,0.0321
404,385,0.37,0.85,0.55,0.61,767,SSD,43.2,0.0297
3695,574,0.3,0.67,0.54,0.54,2016,NVMe,100.68,0.0276
1180,981,0.39,0.68,0.28,0.37,2571,NVMe,36.26,0.0293
4679,379,0.46,0.44,0.54,0.41,1517,HDD,168.6,0.0385
6448,883,0.38,0.8,0.63,0.83,479,SSD,109.29,0.0275
5652,184,0.12,0.9,0.64,0.35,3307,NVMe,336.16,0.0241
751,385,0.5,0.77,0.62,0.56,1403,SSD,50.75,0.0299
1275,336,0.24,0.47,0.36,0.62,4225,SSD,82.13,0.0326
484,389,0.85,0.95,0.69,0.43,4672,HDD,27.23,0.036
5698,395,0.33,0.95,0.33,0.73,2745,SSD,155.39,0.0259
1085,560,0.5,0.79,0.21,0.46,1969,SSD,38.84,0.0287
2453,302,0.84,0.71,0.68,0.93,4852,HDD,128.28,0.037
6826,297,0.52,0.56,0.9,0.34,1556,SSD,271.08,0.0313
6710,962,0.37,0.76,0.32,0.4,194,SSD,97.13,0.0279
5218,980,0.25,0.7,0.41,0.85,1715,HDD,93.33,0.0323
7609,739,0.5,0.45,0.52,0.69,1786,SSD,158.73,0.0349
4065,128,0.35,0.68,0.69,0.95,2943,NVMe,364.79,0.0292
288,699,0.49,0.75,0.55,0.93,2828,NVMe,40.48,0.028
5861,887,0.89,0.57,0.3,0.55,2352,HDD,104.98,0.0401
5631,158,0.74,0.57,0.81,0.69,2279,SSD,403.25,0.0311
9572,144,0.8,0.88,0.85,0.63,2257,SSD,686.21,0.03
2644,479,0.16,0.52,0.33,0.47,1908,NVMe,95.86,0.0293
8480,435,0.51,0.55,0.46,0.34,874,SSD,225.51,0.031
1767,756,0.19,0.83,0.45,0.57,643,SSD,45.23,0.0267
556,961,0.12,0.91,0.42,0.74,4941,SSD,32.96,0.0272
4192,475,0.85,0.51,0.68,0.79,405,HDD,132.27,0.0388
956,255,0.32,0.83,0.4,0.69,1137,HDD,69.32,0.0327
3365,760,0.92,0.44,0.43,0.46,3119,NVMe,88.75,0.0332
8793,778,0.78,0.93,0.65,0.86,2505,SSD,143.59,0.0311
4100,624,0.55,0.69,0.22,0.32,805,SSD,86.21,0.0296
3910,126,0.45,0.53,0.89,0.64,1871,SSD,362.26,0.0319
5911,798,0.85,0.73,0.47,0.87,1421,NVMe,109.98,0.0287
3220,618,0.37,0.73,0.75,0.68,1125,SSD,98.61,0.0301
9779,610,0.71,0.71,0.67,0.92,749,SSD,202.63,0.03
8355,197,0.1,0.58,0.24,0.91,3369,NVMe,467.66,0.0262
3313,533,0.2,0.77,0.93,0.65,4273,HDD,105.16,0.0351
5890,995,0.89,0.9,0.32,0.44,1173,SSD,73.84,0.0315
911,866,0.58,0.85,0.54,0.7,2834,SSD,41.15,0.0287
4590,651,0.48,0.87,0.44,0.77,2069,NVMe,99.26,0.0276
5931,72,0.82,0.65,0.93,0.38,2059,NVMe,864.16,0.0295
1559,131,0.67,0.69,0.56,0.86,4743,SSD,156.06,0.033
5925,978,0.41,0.93,0.41,0.41,2842,NVMe,78.43,0.0268
1905,125,0.46,0.61,0.26,0.45,3066,HDD,185.25,0.038
7278,143,0.43,0.87,0.91,0.45,3735,HDD,536.27,0.0339
4805,59,0.8,0.41,0.82,0.33,4763,HDD,864.06,0.0402
4987,973,0.88,0.63,0.62,0.39,1483,HDD,84.28,0.0369
5761,877,0.33,0.54,0.62,0.39,1379,HDD,118.36,0.0353
2494,994,0.76,0.49,0.36,0.76,2931,HDD,75.17,0.0404
7694,989,0.87,0.95,0.47,0.94,3587,NVMe,105.2,0.0298
6830,853,0.77,0.72,0.27,0.5,2961,SSD,111.51,0.0298
319,330,0.55,0.52,0.76,0.81,2609,HDD,63.64,0.0368
7417,163,0.24,0.86,0.28,0.64,4920,SSD,475.48,0.0277
1296,980,0.65,0.81,0.58,0.72,473,SSD,47.68,0.0302
4009,991,0.71,0.45,0.39,0.58,2122,NVMe,77.47,0.0317
3041,409,0.69,0.74,0.58,0.93,832,SSD,105.5,0.0313
6205,509,0.67,0.71,0.6,0.85,1001,HDD,161.52,0.0375
633,889,0.37,0.42,0.29,0.31,2308,HDD,38.46,0.039
3611,285,0.19,0.58,0.91,0.77,4366,SSD,180.14,0.0283
1294,333,0.46,0.45,0.22,0.31,2899,SSD,75.69,0.0341
724,101,0.78,0.7,0.36,0.34,696,NVMe,104.61,0.0319
219,478,0.15,0.78,0.76,0.69,4313,SSD,46.96,0.0268
5442,323,0.2,0.82,0.8,0.74,1469,HDD,201.33,0.0323
3528,973,0.95,0.88,0.48,0.57,1578,SSD,71.0,0.0315
8177,876,0.56,0.86,0.64,0.53,519,SSD,118.26,0.0301
2013,608,0.13,0.64,0.79,0.79,953,SSD,75.91,0.0294
2815,781,0.39,0.66,0.76,0.55,2616,HDD,78.39,0.0356
3300,746,0.74,0.64,0.51,0.41,1761,NVMe,79.1,0.032
4178,634,0.28,0.58,0.2,0.8,125,NVMe,106.0,0.03
896,189,0.78,0.78,0.51,0.87,4281,NVMe,90.72,0.0281
7267,51,0.59,0.79,0.59,0.93,922,NVMe,1468.62,0.027
3492,764,0.31,0.69,0.45,0.54,2140,HDD,77.88,0.034
3868,69,0.67,0.45,0.5,0.64,4898,SSD,608.08,0.0339
940,372,0.69,0.6,0.81,0.79,3267,NVMe,72.98,0.0299
3845,74,0.38,0.55,0.73,0.57,3205,SSD,566.09,0.0318
1139,123,0.91,0.46,0.78,0.87,4609,HDD,141.47,0.0396
9071,138,0.33,0.63,0.51,0.63,3333,SSD,701.98,0.0318
2899,393,0.5,0.55,0.76,0.94,4242,SSD,122.41,0.0322
7633,292,0.71,0.85,0.32,0.93,2455,HDD,291.28,0.0337
9074,811,0.63,0.42,0.79,0.92,2508,NVMe,179.53,0.03
4375,970,0.7,0.74,0.84,0.66,1533,NVMe,79.1,0.0276
7872,677,0.63,0.62,0.31,0.87,1140,SSD,161.3,0.0331
5359,530,0.29,0.55,0.29,0.71,2765,NVMe,131.62,0.0293
571,759,0.33,0.68,0.47,0.85,534,HDD,46.18,0.0341
1011,433,0.8,0.91,0.74,0.53,2633,SSD,61.61,0.028
2282,780,0.4,0.62,0.4,0.44,361,NVMe,62.88,0.0275
7671,557,0.16,0.65,0.93,0.69,2982,NVMe,184.35,0.0254
5146,212,0.76,0.78,0.41,0.65,4245,SSD,271.2,0.0329
5962,998,0.17,0.5,0.65,0.85,3300,NVMe,113.72,0.0282
2962,735,0.57,0.63,0.8,0.31,4978,NVMe,81.46,0.0296
6819,467,0.49,0.86,0.68,0.85,1958,HDD,176.76,0.0326
8416,831,0.38,0.79,0.66,0.66,1040,SSD,141.62,0.0282
2481,560,0.19,0.8,0.35,0.69,3745,SSD,74.2,0.028
627,847,0.51,0.93,0.63,0.85,4027,SSD,35.53,0.03
3807,365,0.13,0.48,0.72,0.53,2128,SSD,149.63,0.0302
3804,967,0.24,0.74,0.7,0.53,2249,HDD,74.53,0.0341
2309,640,0.88,0.77,0.37,0.92,2623,NVMe,62.39,0.0277
8851,218,0.8,0.76,0.42,0.57,2467,SSD,421.15,0.0325
6603,933,0.9,0.86,0.24,0.72,592,SSD,88.95,0.0314
5718,302,0.66,0.4,0.53,0.56,1888,SSD,235.01,0.0353
4411,491,0.56,0.66,0.55,0.88,2328,SSD,128.43,0.0324
5665,88,0.91,0.47,0.73,0.36,1310,NVMe,681.91,0.0337
7891,774,0.23,0.46,0.29,0.61,956,NVMe,145.02,0.0304
2897,118,0.54,0.66,0.7,0.81,3736,HDD,291.22,0.0373
5300,847,0.93,0.6,0.38,0.55,3816,NVMe,103.7,0.0334
1017,608,0.13,0.69,0.54,0.34,3075,HDD,43.02,0.032
8033,794,0.29,0.7,0.69,0.7,2340,NVMe,136.98,0.029
9858,638,0.55,0.66,0.76,0.63,4938,SSD,199.39,0.0326
9625,354,0.19,0.75,0.8,0.83,4057,NVMe,304.23,0.0246
878,389,0.89,0.44,0.63,0.89,406,HDD,69.75,0.0412
5812,963,0.26,0.44,0.21,0.78,439,NVMe,102.93,0.0283
4098,267,0.92,0.87,0.87,0.48,291,HDD,185.37,0.0351
5378,933,0.69,0.76,0.29,0.3,530,HDD,83.63,0.0342
2125,879,0.71,0.61,0.85,0.84,1288,HDD,77.35,0.0356
2420,160,0.74,0.69,0.51,0.65,318,HDD,180.07,0.0361
4748,713,0.39,0.66,0.23,0.31,3251,NVMe,92.16,0.0289
6460,331,0.79,0.53,0.43,0.48,4111,HDD,230.09,0.0375
9207,865,0.7,0.73,0.57,0.59,4274,SSD,138.01,0.032
499,708,0.6,0.56,0.21,0.93,2717,SSD,48.95,0.032
5624,168,0.76,0.8,0.86,0.68,1704,SSD,378.72,0.0327
4482,703,0.22,0.8,0.58,0.65,3999,NVMe,87.24,0.0249
2798,428,0.54,0.67,0.93,0.56,1116,SSD,100.28,0.0309
6704,761,0.29,0.51,0.32,0.67,2043,HDD,127.51,0.0377
5745,572,0.22,0.56,0.75,0.91,4188,HDD,146.47,0.037
3694,127,0.47,0.69,0.86,0.44,4105,SSD,316.82,0.0292
9370,538,0.1,0.61,0.71,0.5,568,HDD,221.13,0.0351
255,467,0.84,0.84,0.51,0.4,3405,HDD,31.27,0.0348
8222,149,0.15,0.84,0.66,0.59,2192,HDD,593.43,0.0333
5771,414,0.41,0.68,0.54,0.43,2537,HDD,167.98,0.0368
979,767,0.13,0.79,0.84,0.56,3587,HDD,49.71,0.0336
5983,980,0.23,0.94,0.71,0.59,1253,HDD,85.1,0.0314
9966,634,0.63,0.51,0.85,0.33,1378,SSD,211.07,0.032
2377,767,0.63,0.77,0.72,0.44,1898,SSD,69.9,0.0318
5118,908,0.23,0.8,0.87,0.57,465,NVMe,96.6,0.0249
4972,79,0.21,0.72,0.45,0.5,774,NVMe,659.68,0.0261
2224,987,0.33,0.61,0.84,0.76,870,NVMe,61.09,0.0276
4672,356,0.59,0.89,0.38,0.85,3460,NVMe,159.4,0.0283
4222,518,0.88,0.89,0.2,0.85,1742,HDD,111.84,0.035
4165,741,0.88,0.73,0.29,0.51,2063,NVMe,83.69,0.0307
1745,741,0.75,0.8,0.55,0.92,4066,NVMe,66.56,0.027
8461,593,0.37,0.59,0.31,0.69,2861,NVMe,184.23,0.029
1313,704,0.5,0.77,0.91,0.72,1740,NVMe,62.5,0.0261
6564,500,0.62,0.47,0.84,0.55,801,NVMe,189.91,0.031
1652,749,0.13,0.79,0.54,0.54,2023,HDD,52.6,0.0318
432,184,0.25,0.58,0.7,0.69,4554,NVMe,71.8,0.029
546,530,0.23,0.5,0.89,0.82,385,NVMe,63.49,0.0286
7122,996,0.36,0.76,0.26,0.3,2327,NVMe,100.19,0.0253
6842,944,0.17,0.8,0.35,0.71,2181,NVMe,98.21,0.0245
1958,886,0.35,0.79,0.35,0.4,1094,NVMe,51.16,0.0287
9322,356,0.69,0.91,0.86,0.85,3848,HDD,298.16,0.0355
134,71,0.47,0.91,0.92,0.6,1017,SSD,58.92,0.03
2523,774,0.83,0.52,0.77,0.62,1516,NVMe,80.92,0.0334
1871,226,0.31,0.52,0.7,0.48,2237,SSD,130.29,0.032
8793,299,0.86,0.62,0.92,0.5,4634,NVMe,335.54,0.0318
3509,58,0.61,0.8,0.93,0.46,4098,SSD,635.86,0.0301
3865,675,0.23,0.66,0.5,0.83,3164,SSD,96.37,0.028
2507,283,0.79,0.57,0.79,0.76,170,SSD,130.12,0.0349
739,524,0.39,0.86,0.58,0.71,593,SSD,42.61,0.0274
7307,853,0.58,0.44,0.45,0.58,4993,SSD,138.85,0.0336
1406,139,0.57,0.67,0.58,0.59,2654,HDD,131.03,0.0371
2761,844,0.22,0.57,0.85,0.41,4395,SSD,80.66,0.0298
2497,424,0.61,0.73,0.28,0.66,1776,HDD,92.2,0.0344
5354,58,0.54,0.7,0.78,0.79,3139,HDD,966.23,0.0372
4431,138,0.56,0.53,0.9,0.36,2553,HDD,365.27,0.0365
7620,99,0.45,0.72,0.23,0.66,4108,HDD,795.19,0.0331
1068,320,0.47,0.52,0.49,0.7,3389,SSD,66.72,0.0305
406,380,0.58,0.64,0.32,0.37,3233,HDD,44.66,0.0381
2245,467,0.31,0.53,0.81,0.7,3404,NVMe,92.73,0.0309
8778,801,0.85,0.62,0.34,0.53,2025,NVMe,149.34,0.0298
4837,706,0.83,0.92,0.73,0.85,367,NVMe,105.51,0.0279
194,512,0.72,0.9,0.81,0.78,1848,NVMe,38.96,0.0282
4018,295,0.5,0.45,0.2,0.77,428,SSD,177.59,0.0314
3989,917,0.89,0.74,0.2,0.74,4914,NVMe,78.36,0.0305
1387,406,0.12,0.94,0.59,0.44,1470,SSD,58.82,0.0268
2947,278,0.81,0.51,0.2,0.83,3606,HDD,148.79,0.0375
8520,962,0.15,0.71,0.62,0.77,4899,SSD,117.75,0.0281
5397,666,0.41,0.74,0.94,0.81,3725,SSD,130.74,0.0297
1807,594,0.14,0.9,0.62,0.6,4177,NVMe,59.49,0.0256
4149,295,0.43,0.6,0.47,0.32,1834,NVMe,171.03,0.0281
5651,807,0.87,0.57,0.9,0.83,4482,NVMe,115.04,0.0307
3369,340,0.59,0.67,0.25,0.69,3288,SSD,121.98,0.0297
6601,595,0.32,0.56,0.72,0.43,1748,NVMe,143.67,0.03
8481,456,0.58,0.87,0.89,0.4,976,SSD,223.26,0.03
8792,186,0.37,0.72,0.36,0.57,3148,NVMe,500.07,0.0273
9756,187,0.89,0.67,0.91,0.31,4945,NVMe,566.81,0.029
9078,56,0.4,0.72,0.38,0.81,398,NVMe,1655.15,0.0264
1416,751,0.72,0.47,0.44,0.92,2477,NVMe,66.7,0.0337
6683,1000,0.59,0.64,0.4,0.68,2435,NVMe,89.65,0.0308
3812,902,0.33,0.47,0.67,0.85,3574,HDD,104.72,0.036
4850,248,0.3,0.48,0.68,0.89,3228,HDD,251.47,0.0353
3039,360,0.21,0.65,0.65,0.35,780,NVMe,122.8,0.0269
691,291,0.84,0.85,0.46,0.65,1388,SSD,45.54,0.0293
4302,425,0.12,0.51,0.51,0.86,502,SSD,151.38,0.0319
9563,753,0.3,0.43,0.52,0.81,3118,SSD,177.97,0.0317
5734,431,0.63,0.45,0.94,0.58,881,NVMe,185.28,0.0313
6600,801,0.78,0.74,0.38,0.64,1458,HDD,111.32,0.0374
5478,811,0.56,0.6,0.26,0.95,830,HDD,104.26,0.0383
8522,638,0.57,0.75,0.48,0.41,2349,NVMe,167.3,0.0285
7292,320,0.93,0.84,0.58,0.58,3609,NVMe,240.46,0.0308
6101,680,0.3,0.83,0.33,0.45,2139,HDD,111.79,0.0328
8872,61,0.44,0.74,0.33,0.39,4912,SSD,1490.73,0.03
2627,581,0.38,0.59,0.56,0.6,736,NVMe,87.7,0.03
304,927,0.14,0.65,0.88,0.48,378,SSD,46.7,0.0298
5094,800,0.21,0.54,0.72,0.5,793,SSD,107.52,0.031
1575,737,0.36,0.84,0.4,0.69,1667,HDD,51.42,0.0325
4585,177,0.66,0.68,0.43,0.47,3035,NVMe,285.37,0.0283
1878,970,0.73,0.65,0.68,0.36,2028,NVMe,61.01,0.0293
6455,266,0.77,0.51,0.65,0.62,1373,HDD,282.13,0.0378
1553,571,0.6,0.51,0.78,0.42,3682,SSD,73.26,0.0347
2538,68,0.69,0.75,0.62,0.85,3185,HDD,416.37,0.0355
8229,940,0.21,0.53,0.71,0.69,2139,HDD,136.69,0.0344
3556,437,0.33,0.57,0.66,0.63,2043,HDD,124.59,0.0374
3762,161,0.8,0.88,0.61,0.87,4404,HDD,259.77,0.0352
9376,286,0.22,0.85,0.8,0.77,4662,HDD,353.49,0.0311
6221,622,0.92,0.67,0.8,0.68,3383,SSD,145.91,0.0321
3584,678,0.49,0.77,0.87,0.81,119,SSD,90.52,0.0308
9061,993,0.63,0.67,0.85,0.53,377,NVMe,135.53,0.0304
9703,869,0.7,0.43,0.83,0.49,2587,NVMe,161.84,0.0325
9265,99,0.33,0.42,0.9,0.54,1298,NVMe,991.21,0.0291
989,151,0.3,0.67,0.87,0.57,2053,NVMe,105.76,0.028
8980,82,0.66,0.73,0.78,0.8,622,HDD,1139.84,0.0376
7976,834,0.68,0.66,0.23,0.94,2051,SSD,133.43,0.0321
9477,884,0.4,0.78,0.66,0.73,4877,SSD,135.73,0.03
618,176,0.19,0.94,0.44,0.31,1418,NVMe,53.8,0.025
1417,463,0.31,0.93,0.46,0.92,3948,HDD,49.75,0.0337
1768,391,0.63,0.54,0.8,0.4,3685,NVMe,85.95,0.0326
5797,168,0.59,0.65,0.54,0.4,1699,HDD,381.15,0.0364
5461,567,0.28,0.81,0.29,0.68,2297,HDD,118.86,0.0337
8163,425,0.56,0.61,0.78,0.37,736,NVMe,227.49,0.0308
8124,510,0.22,0.5,0.23,0.84,3348,HDD,203.97,0.0342
906,481,0.85,0.82,0.92,0.68,3912,NVMe,63.97,0.0271
4367,470,0.55,0.88,0.86,0.34,3301,HDD,119.41,0.0344
6165,758,0.47,0.92,0.22,0.71,772,HDD,94.69,0.0335
4862,171,0.38,0.66,0.56,0.71,2929,NVMe,320.48,0.0271
4563,706,0.21,0.74,0.34,0.39,4367,NVMe,93.34,0.0258
5644,248,0.1,0.8,0.56,0.49,3731,NVMe,266.84,0.0244
7052,615,0.85,0.61,0.94,0.44,464,HDD,156.92,0.0362
1504,278,0.4,0.86,0.66,0.7,898,SSD,90.44,0.0267
3107,331,0.58,0.88,0.22,0.88,549,HDD,124.73,0.0352
9475,798,0.78,0.66,0.48,0.57,993,NVMe,155.04,0.0323
650,436,0.47,0.75,0.39,0.92,1375,SSD,48.97,0.0312
3319,459,0.71,0.57,0.24,0.43,4683,SSD,102.19,0.031
5484,637,0.64,0.56,0.25,0.35,4403,NVMe,116.07,0.0291
1478,275,0.66,0.8,0.91,0.56,3496,NVMe,92.44,0.0274
3541,171,0.4,0.68,0.8,0.45,1796,SSD,248.18,0.0318
5638,671,0.46,0.46,0.48,0.61,467,NVMe,141.98,0.0303
1829,72,0.53,0.73,0.56,0.85,3969,SSD,292.91,0.0306
8233,488,0.88,0.8,0.64,0.32,3378,SSD,182.48,0.0317
8083,342,0.19,0.91,0.74,0.68,3017,SSD,266.61,0.025
4661,888,0.56,0.93,0.68,0.9,4185,SSD,79.76,0.027
8682,778,0.17,0.55,0.43,0.81,4263,SSD,152.27,0.0319
4797,954,0.66,0.93,0.81,0.44,1843,NVMe,75.62,0.0286
9172,797,0.11,0.68,0.58,0.43,4403,HDD,150.21,0.0338
2450,295,0.39,0.63,0.53,0.88,170,NVMe,118.91,0.0291
6941,144,0.51,0.84,0.51,0.43,2997,SSD,505.88,0.0306
2064,134,0.26,0.58,0.62,0.77,3956,HDD,208.4,0.0375
2406,785,0.22,0.55,0.81,0.54,4628,NVMe,77.14,0.0277
1014,673,0.94,0.56,0.3,0.79,3853,NVMe,52.0,0.033
7907,407,0.92,0.85,0.51,0.55,4041,HDD,220.6,0.0359
3435,323,0.51,0.54,0.56,0.78,2463,SSD,160.29,0.0315
8720,181,0.28,0.73,0.48,0.86,3735,NVMe,509.37,0.0268
2681,980,0.39,0.54,0.28,0.53,1590,SSD,64.83,0.0324
8296,959,0.82,0.74,0.51,0.36,719,SSD,118.34,0.0321
3910,756,0.71,0.43,0.23,0.77,904,SSD,98.75,0.036
3639,572,0.14,0.74,0.37,0.31,3116,SSD,94.47,0.0287
4000,985,0.84,0.8,0.85,0.87,3036,NVMe,82.61,0.0285
9760,687,0.93,0.74,0.38,0.72,1804,SSD,166.92,0.0308
7769,518,0.5,0.84,0.44,0.45,1197,NVMe,174.03,0.0255
9688,549,0.5,0.46,0.81,0.74,3119,HDD,237.0,0.039
2444,279,0.56,0.79,0.48,0.84,4225,NVMe,124.05,0.026
4400,226,0.26,0.5,0.61,0.72,2874,HDD,246.24,0.0364
2721,341,0.67,0.76,0.24,0.7,1836,HDD,108.07,0.035
528,864,0.77,0.66,0.4,0.45,1450,HDD,46.69,0.0365
8277,230,0.77,0.75,0.38,0.89,4945,NVMe,394.16,0.0279
8786,738,0.25,0.74,0.51,0.32,3087,HDD,146.27,0.0322
7336,835,0.56,0.5,0.66,0.73,886,NVMe,132.07,0.031
3480,680,0.85,0.62,0.69,0.83,231,HDD,84.94,0.039
8987,666,0.48,0.45,0.95,0.56,3485,HDD,186.83,0.0383
9637,814,0.6,0.71,0.59,0.48,3687,SSD,146.44,0.0289
7201,387,0.64,0.84,0.74,0.5,860,NVMe,209.81,0.0262
8240,806,0.18,0.73,0.72,0.48,740,SSD,137.84,0.0269
544,262,0.19,0.67,0.3,0.83,4086,HDD,49.76,0.0331
2108,691,0.8,0.85,0.74,0.65,2891,SSD,56.29,0.0307
8915,652,0.17,0.61,0.23,0.82,1703,NVMe,171.38,0.0286
9895,883,0.19,0.53,0.23,0.84,476,SSD,152.05,0.0326
3543,851,0.78,0.83,0.75,0.93,440,NVMe,80.31,0.0299
7292,139,0.67,0.7,0.43,0.53,2711,NVMe,543.05,0.031
9598,437,0.37,0.48,0.25,0.85,1415,NVMe,267.38,0.0313
5058,777,0.55,0.74,0.26,0.31,2793,NVMe,80.46,0.0291
1206,297,0.94,0.82,0.83,0.73,1419,SSD,73.24,0.033
3135,615,0.26,0.45,0.76,0.71,1903,NVMe,104.76,0.0314
9878,190,0.78,0.6,0.68,0.45,106,HDD,566.28,0.0396
383,272,0.46,0.6,0.32,0.5,620,SSD,45.65,0.0305
8865,417,0.2,0.92,0.38,0.38,541,HDD,221.41,0.0302
1055,442,0.3,0.44,0.74,0.86,3193,SSD,84.71,0.0318
4650,969,0.63,0.67,0.94,0.5,4661,HDD,84.55,0.0384
5055,560,0.76,0.86,0.92,0.49,2018,HDD,116.78,0.0346
9090,683,0.35,0.91,0.88,0.38,1737,SSD,156.13,0.0268
1847,143,0.51,0.59,0.6,0.92,2165,SSD,170.19,0.0327
7344,372,0.8,0.69,0.67,0.43,2756,NVMe,228.93,0.0303
3404,779,0.51,0.72,0.61,0.5,4643,NVMe,81.27,0.0289
8932,400,0.59,0.49,0.53,0.62,1227,NVMe,265.59,0.03
311,118,0.34,0.83,0.79,0.43,4939,HDD,55.28,0.0335
633,501,0.38,0.78,0.85,0.51,3171,HDD,58.66,0.0347
5364,210,0.22,0.65,0.43,0.48,2018,NVMe,278.7,0.0285
5288,455,0.73,0.75,0.93,0.61,1708,HDD,158.13,0.0377
8694,68,0.86,0.77,0.33,0.71,4226,NVMe,1304.16,0.0281
8658,792,0.27,0.75,0.49,0.69,1649,HDD,139.08,0.0347
1537,889,0.85,0.72,0.36,0.43,2184,NVMe,44.14,0.0292
8684,981,0.86,0.69,0.55,0.81,2265,NVMe,128.6,0.0293
1259,402,0.92,0.84,0.26,0.83,4870,HDD,61.46,0.0371
1550,99,0.25,0.85,0.69,0.78,350,SSD,180.54,0.0287
6642,772,0.46,0.72,0.36,0.89,4107,HDD,109.31,0.0345
5305,319,0.28,0.88,0.6,0.54,4478,SSD,189.32,0.0265
4576,719,0.57,0.64,0.27,0.49,354,SSD,98.33,0.0314
9297,905,0.24,0.87,0.56,0.58,784,SSD,127.11,0.0256
6173,115,0.28,0.55,0.87,0.87,411,SSD,590.45,0.0325
4719,372,0.42,0.47,0.73,0.82,4270,NVMe,178.1,0.0299
3916,406,0.87,0.59,0.57,0.84,1494,SSD,140.07,0.0331
5209,934,0.43,0.61,0.82,0.87,4066,HDD,109.5,0.0342
130,691,0.38,0.55,0.83,0.81,3574,NVMe,59.34,0.028
2092,929,0.46,0.69,0.63,0.69,3151,NVMe,69.24,0.0286
2565,379,0.68,0.6,0.22,0.33,2116,SSD,96.18,0.0308
2623,118,0.92,0.63,0.75,0.82,3702,HDD,271.38,0.0368
1846,304,0.54,0.43,0.35,0.85,3143,SSD,109.51,0.0344
5123,247,0.16,0.67,0.5,0.94,2156,HDD,247.98,0.0356
8552,159,0.62,0.81,0.66,0.51,2991,HDD,571.63,0.0364
121,677,0.3,0.84,0.89,0.69,4044,HDD,28.75,0.0344
4587,926,0.58,0.54,0.27,0.31,2893,SSD,74.09,0.0341
4957,69,0.55,0.81,0.87,0.76,3120,NVMe,753.74,0.0259
6009,782,0.29,0.81,0.34,0.56,2932,NVMe,98.55,0.0283
5871,931,0.48,0.89,0.92,0.64,3576,NVMe,98.32,0.0247
2068,642,0.5,0.8,0.33,0.41,103,SSD,52.48,0.0309
1699,678,0.31,0.66,0.27,0.31,4111,NVMe,50.86,0.0289
1652,382,0.3,0.83,0.57,0.94,3825,HDD,70.47,0.0347
1116,582,0.3,0.63,0.51,0.37,618,SSD,62.17,0.0311
2057,370,0.42,0.5,0.29,0.35,4054,HDD,98.1,0.0361
6570,668,0.51,0.9,0.47,0.4,1453,SSD,115.53,0.0276
992,649,0.62,0.9,0.53,0.35,3690,NVMe,32.81,0.0256
3987,239,0.56,0.45,0.55,0.8,4880,NVMe,216.6,0.0315
5520,435,0.92,0.93,0.4,0.51,3131,NVMe,143.65,0.0266
9631,543,0.16,0.9,0.56,0.41,1731,NVMe,195.52,0.0236
3547,98,0.78,0.8,0.82,0.89,4978,NVMe,399.2,0.0291
9658,527,0.22,0.7,0.43,0.94,4983,HDD,221.84,0.0349
3453,827,0.45,0.93,0.64,0.67,874,SSD,70.28,0.0284
8565,825,0.54,0.71,0.3,0.95,281,HDD,140.93,0.0369
5369,452,0.29,0.68,0.72,0.93,3446,HDD,172.61,0.0331
653,514,0.53,0.93,0.5,0.89,560,NVMe,36.21,0.028
4351,576,0.15,0.75,0.9,0.39,914,NVMe,111.97,0.0246
4079,707,0.2,0.93,0.79,0.31,1545,HDD,80.57,0.0307
2520,962,0.89,0.49,0.82,0.49,1672,NVMe,68.65,0.0309
5690,412,0.79,0.6,0.89,0.58,4414,NVMe,188.06,0.0295
9137,966,0.16,0.62,0.6,0.31,3052,SSD,128.42,0.0295
2511,801,0.49,0.59,0.68,0.8,1576,NVMe,91.32,0.028
1000,986,0.54,0.42,0.81,0.37,1320,SSD,59.97,0.032
3898,921,0.57,0.92,0.42,0.65,1935,HDD,54.84,0.0343
8168,792,0.6,0.78,0.27,0.5,4323,SSD,127.61,0.0314
3509,729,0.81,0.95,0.29,0.44,3712,SSD,66.49,0.0281
5409,267,0.37,0.53,0.88,0.84,391,SSD,260.27,0.0301
3578,232,0.8,0.85,0.41,0.64,2949,NVMe,179.1,0.0268
1842,372,0.56,0.89,0.85,0.44,3979,HDD,80.41,0.0352
3349,935,0.75,0.48,0.55,0.86,1525,HDD,91.53,0.0379
7372,486,0.18,0.46,0.51,0.48,4624,SSD,185.48,0.0306
3424,364,0.57,0.93,0.25,0.74,172,HDD,105.25,0.0325
6615,168,0.49,0.8,0.84,0.32,2811,HDD,423.9,0.0339
7828,695,0.23,0.71,0.81,0.94,4586,NVMe,153.89,0.0278
305,344,0.32,0.55,0.43,0.46,2212,HDD,48.02,0.0346
7472,123,0.44,0.45,0.31,0.73,3371,NVMe,646.34,0.0293
5107,650,0.24,0.83,0.24,0.38,3550,HDD,98.77,0.0311
9313,397,0.31,0.53,0.44,0.34,804,NVMe,277.04,0.0293
1805,738,0.29,0.93,0.35,0.46,2391,HDD,41.87,0.0318
580,966,0.88,0.49,0.64,0.56,1736,SSD,54.01,0.0333
983,625,0.81,0.72,0.41,0.82,1021,NVMe,44.69,0.0295
7244,252,0.67,0.8,0.78,0.89,4572,NVMe,331.48,0.0268
5789,82,0.44,0.89,0.45,0.93,1317,NVMe,743.4,0.025
4278,228,0.53,0.62,0.63,0.8,1427,NVMe,229.2,0.0299
